iso3,country,year,magnitude,total_deaths,total_affected,total_damage_kUSD,total_damage_adj_kUSD,pre_event_avg_gdp,gdp_event_year,gdp_drop,recovery_years,gdp_per_capita_event_year,unemployment_event_year,income_group
IND,India,2001.0,7.7,20005.0,6321812.0,2623000.0,4646872.0,,,,,450.357900514128,7.611,Low
USA,United States of America,2001.0,6.8,1.0,400.0,2000000.0,3543173.0,,,,,37133.623113437,4.731,High
PER,Peru,2001.0,5.8,2.0,155.0,,,,,,,1929.57273038846,5.068,Lower-Middle
VUT,Vanuatu,2002.0,7.2,,500.0,,,,,,,1340.71537528287,8.598,Lower-Middle
AFG,Afghanistan,2002.0,6.3,150.0,3513.0,,,,,,,178.954088379235,7.867,Low
CHN,China,2004.0,4.8,,100012.0,,,,,,,1530.92726215723,4.49,Lower-Middle
ITA,Italy,2002.0,5.9,30.0,8533.0,796000.0,1388166.0,,,,,22451.3964379368,9.211,High
VUT,Vanuatu,2002.0,5.9,,503.0,,,,,,,1340.71537528287,8.598,Lower-Middle
IDN,Indonesia,2004.0,7.5,33.0,83381.0,,,,,,,1126.84004447173,7.303,Lower-Middle
CHN,China,2003.0,6.3,268.0,517000.0,157000.0,267719.0,,,,,1306.97245408557,4.58,Lower-Middle
DZA,Algeria,2003.0,6.8,2266.0,210261.0,5000000.0,8526086.0,,,,,2283.77299346126,23.72,Lower-Middle
DZA,Algeria,2003.0,5.8,9.0,200.0,,,,,,,2283.77299346126,23.72,Lower-Middle
JPN,Japan,2003.0,5.5,,18191.0,411000.0,700844.0,,,,,35387.0374203599,5.251,High
DOM,Dominican Republic,2003.0,6.4,3.0,2015.0,,,,,,,2383.26171780393,6.938,Lower-Middle
CHN,China,2003.0,5.8,9.0,275043.0,40000.0,68209.0,,,,,1306.97245408557,4.58,Lower-Middle
IDN,Indonesia,2004.0,5.8,1.0,30040.0,12000.0,19929.0,,,,,1126.84004447173,7.303,Lower-Middle
ZAF,South Africa,2005.0,5.0,2.0,58.0,20000.0,32125.0,,,,,5836.87663325127,22.472,Upper-Middle
PER,Peru,2005.0,7.5,5.0,2505.0,,,,,,,2706.66947297608,4.87,Lower-Middle
PAK,Pakistan,2005.0,7.6,73338.0,5128309.0,5200000.0,8352544.0,,,,,827.619861189926,0.583,Low
COD,Democratic Republic of the Congo,2005.0,6.8,6.0,1505.0,,,,,,,214.539740473519,2.948,Low
IRN,Iran (Islamic Republic of),2006.0,6.0,,7006.0,,,,,,,3618.91601364428,11.519,Lower-Middle
IDN,Indonesia,2007.0,6.3,67.0,137660.0,200000.0,302581.0,,,,,1823.21976255073,8.06,Lower-Middle
SLB,Solomon Islands,2007.0,8.1,52.0,2384.0,,,,,,,1390.14870956707,1.978,Lower-Middle
HND,Honduras,2007.0,5.3,,1883.0,,,,,,,1577.73789197407,3.211,Lower-Middle
JPN,Japan,2007.0,6.6,9.0,14000.0,12500000.0,18911284.0,,,,,35779.0245416427,3.888,High
IDN,Indonesia,2007.0,4.9,,469.0,,,,,,,1823.21976255073,8.06,Lower-Middle
KGZ,Kyrgyzstan,2008.0,5.6,,3000.0,,,,,,,966.388569370494,3.207,Low
RWA,Rwanda,2008.0,5.9,36.0,643.0,,,,,,,528.326391755502,11.517,Low
IDN,Indonesia,2008.0,7.4,6.0,10077.0,,,,,,,2124.55483920618,7.208,Lower-Middle
JPN,Japan,2008.0,6.9,23.0,448.0,167000.0,243314.0,,,,,39876.3039685725,4.002,High
CHN,China,2008.0,6.0,6.0,160.0,,,,,,,3523.44302065213,4.59,Lower-Middle
CHN,China,2008.0,4.8,,27169.0,,,,,,,3523.44302065213,4.59,Lower-Middle
IDN,Indonesia,2009.0,7.7,5.0,4250.0,10000.0,14622.0,,,,,2218.48541852977,6.106,Lower-Middle
HND,Honduras,2009.0,7.3,7.0,50136.0,100000.0,146217.0,,,,,1781.15703614674,3.292,Lower-Middle
WSM,Samoa,2009.0,8.1,148.0,5584.0,124040.0,181367.0,,,,,3279.18269477295,5.646,Lower-Middle
IDN,Indonesia,2009.0,6.6,1195.0,2501798.0,2200000.0,3216767.0,,,,,2218.48541852977,6.106,Lower-Middle
MWI,Malawi,2009.0,5.9,1.0,15015.0,,,,,,,625.869729869625,4.732,Low
HUN,Hungary,2013.0,4.4,,1800.0,,,,,,,13739.4620151401,10.177,High
CHN,China,2010.0,5.2,,50011.0,,,,,,,4629.24551710077,4.53,Upper-Middle
CHN,China,2011.0,4.8,,64501.0,,,,,,,5703.76027973346,4.55,Upper-Middle
JPN,Japan,2011.0,7.1,2.0,132.0,,,,,,,48760.0789494211,4.55,High
CHN,China,2011.0,5.5,25.0,5440.0,290000.0,404419.0,,,,,5703.76027973346,4.55,Upper-Middle
THA,Thailand,2011.0,6.9,1.0,16.0,,,,,,,5373.6232832898,0.66,Upper-Middle
CHN,China,2011.0,5.1,,258.0,,,,,,,5703.76027973346,4.55,Upper-Middle
NZL,New Zealand,2011.0,5.9,1.0,345.0,3000000.0,4183650.0,,,,,38431.7766788499,6.491,High
IDN,Indonesia,2011.0,6.7,10.0,,5850.0,8158.0,,,,,3579.46442466152,5.153,Lower-Middle
TUR,Türkiye,2011.0,5.6,40.0,105.0,,,,,,,11373.6355760885,9.789,Upper-Middle
PER,Peru,2011.0,6.9,1.0,2681.0,,,,,,,5861.35793645245,3.477,Upper-Middle
MEX,Mexico,2011.0,6.5,2.0,152.0,,,,,,,10664.4944032313,5.175,Upper-Middle
PER,Peru,2012.0,6.4,,4435.0,,,,,,,6519.37852981527,3.238,Upper-Middle
MEX,Mexico,2012.0,7.4,2.0,49011.0,320000.0,437209.0,,,,,10744.1335242686,4.892,Upper-Middle
CHN,China,2012.0,4.9,1.0,2610.0,,,,,,,6405.0574241349,4.58,Upper-Middle
IDN,Indonesia,2012.0,6.3,6.0,7883.0,,,,,,,3632.27254030331,4.468,Lower-Middle
GTM,Guatemala,2012.0,7.4,44.0,1321742.0,210000.0,286918.0,,,,,3286.61959336267,2.765,Lower-Middle
PHL,Philippines,2012.0,7.6,1.0,28879.0,3244.0,4432.0,,,,,2614.61644401308,3.504,Lower-Middle
CHN,China,2012.0,5.9,,36641.0,84000.0,114767.0,,,,,6405.0574241349,4.58,Upper-Middle
SLB,Solomon Islands,2013.0,8.0,10.0,3329.0,2000.0,2693.0,,,,,2161.38627543917,0.694,Lower-Middle
CHN,China,2013.0,5.6,3.0,538050.0,155000.0,208716.0,,,,,7147.03518622344,4.6,Upper-Middle
GTM,Guatemala,2013.0,6.4,1.0,572.0,2000.0,2693.0,,,,,3444.15802275864,3.017,Lower-Middle
PER,Peru,2013.0,7.1,,7084.0,,,,,,,6746.80025696601,3.575,Upper-Middle
CHN,China,2013.0,5.1,,90500.0,6300.0,8483.0,,,,,7147.03518622344,4.6,Upper-Middle
GRC,Greece,2014.0,6.1,,2023.0,178000.0,235860.0,,,,,21474.7257123892,26.708,High
CHN,China,2014.0,6.9,,450000.0,174000.0,230560.0,,,,,7781.06597484974,4.63,Upper-Middle
NIC,Nicaragua,2014.0,6.6,2.0,12281.0,3000.0,3975.0,,,,,1958.37047579547,4.52,Lower-Middle
CHN,China,2014.0,5.9,,184723.0,2000.0,2650.0,,,,,7781.06597484974,4.63,Upper-Middle
GTM,Guatemala,2014.0,6.9,1.0,94783.0,,,,,,,3689.14510410202,2.717,Lower-Middle
PER,Peru,2014.0,4.9,8.0,604.0,,,,,,,6667.13410360861,3.208,Upper-Middle
CHN,China,2015.0,7.3,1.0,,,,,,,,8175.33285077393,4.65,Upper-Middle
IND,India,2015.0,7.3,20.0,,,,,,,,1583.99815907985,7.629,Lower-Middle
CHN,China,2014.0,6.1,1.0,255324.0,274000.0,363066.0,,,,,7781.06597484974,4.63,Upper-Middle
SLB,Solomon Islands,2010.0,7.1,,1126.0,,,,,,,1685.14535823757,1.617,Lower-Middle
MEX,Mexico,2010.0,7.2,2.0,25232.0,1150000.0,1654360.0,,,,,9728.80078377082,5.303,Upper-Middle
IDN,Indonesia,2010.0,7.0,17.0,4600.0,,,,,,,3065.68348377765,5.614,Lower-Middle
CHN,China,2010.0,4.9,,5014.0,,,,,,,4629.24551710077,4.53,Upper-Middle
CHN,China,2011.0,6.9,,9508.0,,,,,,,5703.76027973346,4.55,Upper-Middle
IND,India,2011.0,6.9,112.0,575200.0,,,,,,,1445.46127486037,7.609,Lower-Middle
NPL,Nepal,2011.0,6.9,7.0,167949.0,,,,,,,785.518656222132,10.627,Low
CHN,China,2011.0,5.6,,143000.0,56400.0,78653.0,,,,,5703.76027973346,4.55,Upper-Middle
CHN,China,2012.0,5.5,4.0,34234.0,300000.0,409883.0,,,,,6405.0574241349,4.58,Upper-Middle
IRN,Iran (Islamic Republic of),2012.0,5.8,6.0,5523.0,,,,,,,8114.08099831877,12.275,Upper-Middle
CHN,China,2012.0,5.5,81.0,744821.0,1000000.0,1366277.0,,,,,6405.0574241349,4.58,Upper-Middle
MMR,Myanmar,2012.0,6.8,38.0,1486.0,1170.0,1599.0,,,,,1202.6658960055,0.768,Lower-Middle
JPN,Japan,2013.0,5.8,,8438.0,,,,,,,40898.6478964744,4.038,High
NZL,New Zealand,2013.0,6.5,,13840.0,50000.0,67328.0,,,,,43000.4646849189,5.839,High
TWN,Taiwan (Province of China),2013.0,5.9,1.0,97.0,1000.0,1347.0,,,,,,,
IRN,Iran (Islamic Republic of),2014.0,5.2,1.0,330.0,2000.0,2650.0,,,,,5672.06372896319,10.68,Upper-Middle
THA,Thailand,2014.0,6.1,1.0,17523.0,62000.0,82154.0,,,,,5801.1978916205,0.576,Upper-Middle
CHN,China,2014.0,5.8,,225015.0,60000.0,79503.0,,,,,7781.06597484974,4.63,Upper-Middle
GRC,Greece,2014.0,6.9,3.0,75002.0,450000.0,596276.0,,,,,21474.7257123892,26.708,High
COM,Comoros,2014.0,4.8,,10000.0,,,,,,,1615.71723662012,3.984,Lower-Middle
CHN,China,2014.0,5.9,5.0,82355.0,50000.0,66253.0,,,,,7781.06597484974,4.63,Upper-Middle
CHN,China,2014.0,5.6,1.0,2022.0,,,,,,,7781.06597484974,4.63,Upper-Middle
CHN,China,2015.0,5.2,,2032.0,15000.0,19852.0,,,,,8175.33285077393,4.65,Upper-Middle
IND,India,2015.0,7.8,78.0,560.0,,,,,,,1583.99815907985,7.629,Lower-Middle
NPL,Nepal,2015.0,7.8,8831.0,5639722.0,5174000.0,6847722.0,,,,,875.543635474862,10.643,Low
IND,India,2015.0,7.5,,10.0,,,,,,,1583.99815907985,7.629,Lower-Middle
PAK,Pakistan,2015.0,7.5,280.0,502590.0,,,,,,,1380.47020838317,3.566,Lower-Middle
TJK,Tajikistan,2015.0,7.2,2.0,7976.0,5000.0,6617.0,,,,,956.916310930656,7.033,Low
PHL,Philippines,2016.0,6.7,8.0,202.0,,,,,,,2985.19564024046,2.695,Lower-Middle
JPN,Japan,2022.0,7.3,3.0,741.0,8800000.0,9432485.0,,,,,34065.6438962526,2.614,High
IDN,Indonesia,2009.0,7.6,2.0,1510.0,2430.0,3553.0,,,,,2218.48541852977,6.106,Lower-Middle
IDN,Indonesia,2021.0,5.1,3.0,4532.0,,,,,,,4287.17313995098,3.827,Upper-Middle
CHN,China,2021.0,5.7,,19210.0,71000.0,82193.0,,,,,12887.4357242941,4.55,Upper-Middle
MEX,Mexico,2020.0,7.4,10.0,24393.0,75000.0,90903.0,,,,,8841.27075039868,4.44,Upper-Middle
LAO,Lao People's Democratic Republic,2021.0,5.7,,,120.0,139.0,,,,,2526.05105018529,2.08,Lower-Middle
IDN,Indonesia,2021.0,6.2,110.0,100653.0,58700.0,67954.0,,,,,4287.17313995098,3.827,Upper-Middle
IRN,Iran (Islamic Republic of),2021.0,5.6,2.0,257724.0,10000.0,11577.0,,,,,4605.14881318992,9.282,Upper-Middle
JPN,Japan,2021.0,7.1,1.0,7892.0,7700000.0,8913929.0,,,,,40094.5599795288,2.808,High
BTN,Bhutan,2021.0,6.0,,502.0,,,,,,,3570.61257980872,4.803,Lower-Middle
CHN,China,2021.0,5.1,,8012.0,,,,,,,12887.4357242941,4.55,Upper-Middle
MEX,Mexico,2021.0,7.0,3.0,21951.0,200000.0,231531.0,,,,,10314.0506722115,4.019,Upper-Middle
GRC,Greece,2021.0,6.0,1.0,2336.0,30000.0,34730.0,,,,,20654.7001960815,14.656,High
CHN,China,2022.0,6.6,,26499.0,541000.0,579883.0,,,,,12970.6056414327,4.98,Upper-Middle
CHN,China,2022.0,6.6,118.0,130400.0,2300000.0,2465309.0,,,,,12970.6056414327,4.98,Upper-Middle
ECU,Ecuador,2022.0,5.8,1.0,7804.0,,,,,,,6515.58528418336,3.713,Upper-Middle
CHN,China,2022.0,5.9,,784.0,,,,,,,12970.6056414327,4.98,Upper-Middle
PER,Peru,2022.0,5.5,,302.0,,,,,,,7350.63034300417,4.291,Upper-Middle
MEX,Mexico,2022.0,6.8,3.0,18005.0,,,,,,,11405.7940473759,3.256,Upper-Middle
MEX,Mexico,2022.0,7.6,2.0,17886.0,25000.0,26797.0,,,,,11405.7940473759,3.256,Upper-Middle
PNG,Papua New Guinea,2023.0,7.0,8.0,16274.0,,,,,,,2966.06830432055,2.649,Lower-Middle
USA,United States of America,2022.0,6.4,2.0,12.0,250000.0,267968.0,,,,,76657.2488844403,3.65,High
IRN,Iran (Islamic Republic of),2023.0,5.9,3.0,262404.0,255000.0,262521.0,,,,,5049.29931642754,8.129,Upper-Middle
ECU,Ecuador,2023.0,6.8,14.0,127416.0,,,,,,,6737.84748379638,3.51,Upper-Middle
BTN,Bhutan,2009.0,8.1,11.0,12.0,,,,,,,1918.39599211093,3.96,Lower-Middle
MWI,Malawi,2009.0,6.0,3.0,5721.0,,,,,,,625.869729869625,4.732,Low
ASM,American Samoa,2009.0,8.1,34.0,2500.0,,,,,,,12156.0293905777,,Upper-Middle
AFG,Afghanistan,2009.0,5.2,22.0,3309.0,,,,,,,452.053705477043,7.808,Low
ITA,Italy,2009.0,6.3,300.0,72000.0,2500000.0,3655417.0,,,,,37099.6133958219,7.749,High
IDN,Indonesia,2009.0,7.2,,3049.0,9000.0,13160.0,,,,,2218.48541852977,6.106,Lower-Middle
CRI,Costa Rica,2009.0,6.1,31.0,128618.0,200000.0,292433.0,,,,,6832.69829924138,7.824,Upper-Middle
CHN,China,2008.0,6.1,8.0,351000.0,,,,,,,3523.44302065213,4.59,Lower-Middle
COL,Colombia,2008.0,5.9,11.0,1754.0,10000.0,14570.0,,,,,5541.83629665898,11.273,Upper-Middle
IDN,Indonesia,2008.0,5.2,2.0,625.0,,,,,,,2124.55483920618,7.208,Lower-Middle
BRA,Brazil,2007.0,4.9,1.0,286.0,,,,,,,7409.69003822861,9.28,Upper-Middle
PER,Peru,2007.0,8.0,593.0,658331.0,600000.0,907742.0,,,,,3581.0893081917,4.08,Lower-Middle
PNG,Papua New Guinea,2005.0,6.1,1.0,200.0,,,,,,,744.486489977433,2.385,Low
IDN,Indonesia,2006.0,6.3,1.0,114.0,,,,,,,1558.31562847163,7.551,Lower-Middle
CHN,China,2006.0,4.9,,130.0,,,,,,,2129.25696999613,4.43,Lower-Middle
AFG,Afghanistan,2006.0,5.6,1.0,935.0,,,,,,,274.218553561575,7.897,Low
IDN,Indonesia,2006.0,7.7,802.0,35543.0,55000.0,85583.0,,,,,1558.31562847163,7.551,Lower-Middle
IDN,Indonesia,2006.0,6.7,3.0,1202.0,,,,,,,1558.31562847163,7.551,Lower-Middle
MOZ,Mozambique,2006.0,7.0,4.0,1476.0,,,,,,,457.487647833183,3.037,Low
CHN,China,2006.0,4.6,,68761.0,6900.0,10737.0,,,,,2129.25696999613,4.43,Lower-Middle
AFG,Afghanistan,2005.0,6.5,5.0,501.0,,,,,,,254.184249149336,7.878,Low
CHN,China,2005.0,5.2,,18509.0,,,,,,,1777.64496828464,4.52,Lower-Middle
TZA,United Republic of Tanzania,2005.0,6.8,2.0,5000.0,,,,,,,483.334869384766,3.193,Low
CHN,China,2000.0,4.9,1.0,177611.0,43000.0,78331.0,,,,,969.199513696287,3.26,Low
CHL,Chile,2005.0,7.8,11.0,27645.0,5000.0,8031.0,,,,,7480.32330998636,9.34,Upper-Middle
DEU,Germany,2004.0,4.8,,150.0,12000.0,19929.0,,,,,34566.7359143735,10.727,High
DMA,Dominica,2004.0,6.3,,100.0,,,,,,,5778.83306546506,,Upper-Middle
CHN,China,2004.0,5.5,,190100.0,74000.0,122896.0,,,,,1530.92726215723,4.49,Lower-Middle
MAR,Morocco,2004.0,6.4,628.0,13465.0,400000.0,664302.0,,,,,2183.55541992188,10.83,Lower-Middle
CHN,China,2003.0,4.7,,10004.0,,,,,,,1306.97245408557,4.58,Lower-Middle
CHN,China,2003.0,5.6,4.0,493065.0,,,,,,,1306.97245408557,4.58,Lower-Middle
JPN,Japan,2003.0,7.0,,2303.0,233000.0,397316.0,,,,,35387.0374203599,5.251,High
TUR,Türkiye,2003.0,6.4,177.0,290520.0,135000.0,230204.0,,,,,4649.63668068586,10.542,Upper-Middle
ITA,Italy,2003.0,5.0,,232.0,561352.0,957227.0,,,,,27577.5700319855,8.869,High
IDN,Indonesia,2003.0,5.5,,2502.0,,,,,,,1043.2105838671,6.657,Low
TWN,Taiwan (Province of China),2002.0,7.1,4.0,500.0,25000.0,43598.0,,,,,,,
TUR,Türkiye,2001.0,5.4,,131.0,,,,,,,3052.2256706793,8.381,Lower-Middle
CHN,China,2001.0,5.6,1.0,17220.0,,,,,,,1065.40597574519,3.8,Low
CHN,China,2001.0,4.6,,25000.0,,,,,,,1065.40597574519,3.8,Low
PER,Peru,2001.0,8.4,145.0,349978.0,300000.0,531476.0,,,,,1929.57273038846,5.068,Lower-Middle
CHN,China,2001.0,5.5,2.0,10605.0,36000.0,63777.0,,,,,1065.40597574519,3.8,Low
SLV,El Salvador,2001.0,6.6,315.0,256021.0,348500.0,617398.0,,,,,2058.04459070452,6.96,Lower-Middle
TKM,Turkmenistan,2000.0,7.0,11.0,,,,,,,,633.835487638011,11.73,Low
IDN,Indonesia,2000.0,6.8,,5500.0,,,,,,,763.711124950924,6.077,Low
JPN,Japan,2000.0,6.7,,7132.0,500000.0,910827.0,,,,,39169.3595701504,4.748,High
CHN,China,2000.0,5.1,,62030.0,,,,,,,969.199513696287,3.26,Low
CHN,China,2000.0,5.6,,100.0,,,,,,,969.199513696287,3.26,Low
CHN,China,2000.0,4.9,1.0,10302.0,483.0,880.0,,,,,969.199513696287,3.26,Low
,,,,,,,,5.7476,3.0827,-2.6649,,,,
,,,,,,,,6.0543,7.2421,1.1878,1.0,,,
,,,,,,,,4.5698,-9.1174,-13.6872,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,5.7476,3.0827,-2.6649,,,,
,,,,,,,,-4.0091,-4.9826,-0.9735,1.0,,,
,,,,,,,,,,,,,,
,,,,,,,,7.6071,-5.4701,-13.0771,,,,
,,,,,,,,6.197,6.4741,0.2772,3.0,,,
,,,,,,,,-0.0407,13.5949,13.6356,1.0,,,
,,,,,,,,5.7476,3.0827,-2.6649,,,,
,,,,,,,,9.0191,3.9416,-5.0774,1.0,,,
,,,,,,,,9.0191,3.9416,-5.0774,1.0,,,
,,,,,,,,3.5916,1.9858,-1.6058,,,,
,,,,,,,,-0.0407,13.5949,13.6356,1.0,,,
,,,,,,,,6.3458,4.4586,-1.8872,2.0,,,
,,,,,,,,1.943,0.0,-1.943,1.0,,,
,,,,,,,,4.6209,3.5531,-1.0678,2.0,,,
,,,,,,,,-1.0183,11.6957,12.714,1.0,,,
,,,,,,,,3.7679,1.886,-1.882,4.0,,,
,,,,,,,,0.5931,5.8,5.2069,2.0,,,
,,,,,,,,6.3458,4.4586,-1.8872,2.0,,,
,,,,,,,,-1.0183,11.6957,12.714,1.0,,,
,,,,,,,,4.6209,3.5531,-1.0678,2.0,,,
,,,,,,,,3.9585,0.7793,-3.1793,4.0,,,
,,,,,,,,-4.9648,-0.0525,4.9123,1.0,,,
,,,,,,,,5.6102,4.1921,-1.4182,,,,
,,,,,,,,6.197,6.4741,0.2772,3.0,,,
,,,,,,,,1.4201,-3.0122,-4.4322,1.0,,,
,,,,,,,,1.943,0.0,-1.943,1.0,,,
,,,,,,,,0.5931,5.8,5.2069,2.0,,,
,,,,,,,,-1.0183,11.6957,12.714,1.0,,,
,,,,,,,,,,,,,,
,,,,,,,,2.2124,3.6799,1.4675,1.0,,,
,,,,,,,,3.5916,1.9858,-1.6058,,,,
,,,,,,,,6.0543,7.2421,1.1878,1.0,,,
,,,,,,,,,,,,,,
,,,,,,,,6.0543,7.2421,1.1878,1.0,,,
,,,,,,,,3.7679,1.886,-1.882,4.0,,,
,,,,,,,,2.8985,-0.3178,-3.2163,4.0,,,
,,,,,,,,-1.6134,-0.6506,0.9628,1.0,,,
,,,,,,,,,,,,,,
,,,,,,,,5.6812,5.0616,-0.6196,1.0,,,
,,,,,,,,,,,,,,
,,,,,,,,6.4569,9.3617,2.9048,1.0,,,
,,,,,,,,,,,,,,
,,,,,,,,-8.912,2.2193,11.1312,1.0,,,
,,,,,,,,6.4569,9.3617,2.9048,1.0,,,
,,,,,,,,4.2171,2.2657,-1.9514,1.0,,,
,,,,,,,,-1.2395,9.419,10.6585,1.0,,,
,,,,,,,,,,,,,,
,,,,,,,,-5.4757,-21.0999,-15.6241,4.0,,,
,,,,,,,,6.8264,6.912,0.0856,3.0,,,
,,,,,,,,6.8264,6.912,0.0856,3.0,,,
,,,,,,,,-8.912,2.2193,11.1312,1.0,,,
,,,,,,,,3.2451,-0.1083,-3.3534,1.0,,,
,,,,,,,,3.6458,3.6582,0.0124,1.0,,,
,,,,,,,,18.2268,-64.0471,-82.2739,1.0,,,
,,,,,,,,4.5483,12.7161,8.1678,5.0,,,
,,,,,,,,4.2171,2.2657,-1.9514,1.0,,,
,,,,,,,,7.0362,1.0568,-5.9794,4.0,,,
,,,,,,,,3.9201,2.0016,-1.9185,1.0,,,
,,,,,,,,,-12.9182,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,6.2935,,,,,
,,,,,,,,4.2171,2.2657,-1.9514,1.0,,,
,,,,,,,,-1.2395,9.419,10.6585,1.0,,,
,,,,,,,,,-12.9182,,,,,
,,,,,,,,1.3333,1.8,0.4667,3.0,,,
,,,,,,,,3.4256,5.0356,1.6101,1.0,,,
,,,,,,,,4.8266,7.7059,2.8793,3.0,,,
,,,,,,,,-5.4185,-10.5,-5.0815,2.0,,,
,,,,,,,,-4.3204,-11.5806,-7.2602,2.0,,,
,,,,,,,,-0.66,0.3863,1.0463,1.0,,,
,,,,,,,,0.1829,-13.8378,-14.0207,4.0,,,
,,,,,,,,0.1829,-13.8378,-14.0207,4.0,,,
,,,,,,,,2.8132,1.5307,-1.2826,2.0,,,
,,,,,,,,4.7533,2.0136,-2.7397,,,,
,,,,,,,,3.6808,1.7061,-1.9748,5.0,,,
,,,,,,,,1.8166,3.5225,1.7059,1.0,,,
,,,,,,,,3.9044,4.4729,0.5684,2.0,,,
,,,,,,,,3.2326,4.0449,0.8124,1.0,,,
,,,,,,,,7.2036,6.4975,-0.7061,2.0,,,
,,,,,,,,10.8144,3.298,-7.5164,,,,
,,,,,,,,,,,,,,
,,,,,,,,4.8266,7.7059,2.8793,3.0,,,
,,,,,,,,1.8166,3.5225,1.7059,1.0,,,
,,,,,,,,1.3998,-11.2,-12.5998,4.0,,,
,,,,,,,,7.2036,6.4975,-0.7061,2.0,,,
,,,,,,,,4.43,0.9006,-3.5294,,,,
,,,,,,,,5.8366,14.2996,8.4631,1.0,,,
,,,,,,,,-14.3608,-44.8998,-30.539,2.0,,,
,,,,,,,,1.8166,3.5225,1.7059,1.0,,,
,,,,,,,,9.8697,-1.471,-11.3407,,,,
,,,,,,,,3.0883,-0.4592,-3.5475,3.0,,,
,,,,,,,,,,,,,,
,,,,,,,,2.8729,4.5687,1.6958,2.0,,,
,,,,,,,,4.0242,4.7508,0.7265,1.0,,,
,,,,,,,,6.7946,18.2023,11.4077,3.0,,,
,,,,,,,,4.2649,2.867,-1.3979,1.0,,,
,,,,,,,,3.0883,-0.4592,-3.5475,3.0,,,
,,,,,,,,9.201,13.9291,4.7281,1.0,,,
,,,,,,,,,,,,,,
,,,,,,,,1.2667,-1.6,-2.8667,1.0,,,
,,,,,,,,-1.1013,5.2436,6.3448,1.0,,,
,,,,,,,,5.0066,7.0972,2.0906,4.0,,,
,,,,,,,,1.7667,2.7518,0.9851,1.0,,,
,,,,,,,,3.4428,5.3854,1.9426,1.0,,,
,,,,,,,,9.8697,-1.471,-11.3407,,,,
,,,,,,,,1.2667,-1.6,-2.8667,1.0,,,
,,,,,,,,5.0365,3.8499,-1.1867,1.0,,,
,,,,,,,,4.0242,4.7508,0.7265,1.0,,,
,,,,,,,,9.201,13.9291,4.7281,1.0,,,
,,,,,,,,2.0553,4.029,1.9737,1.0,,,
,,,,,,,,6.6353,7.54,0.9047,1.0,,,
,,,,,,,,6.6353,7.54,0.9047,1.0,,,
,,,,,,,,4.8477,-1.6983,-6.546,2.0,,,
,,,,,,,,4.8477,-1.6983,-6.546,2.0,,,
,,,,,,,,5.7662,6.4036,0.6374,1.0,,,
,,,,,,,,,,,,,,
,,,,,,,,3.7274,4.6673,0.9398,1.0,,,
,,,,,,,,3.8106,5.8147,2.004,1.0,,,
,,,,,,,,6.6353,7.54,0.9047,1.0,,,
,,,,,,,,4.8477,-1.6983,-6.546,2.0,,,
,,,,,,,,2.1562,9.0815,6.9253,2.0,,,
,,,,,,,,-0.5,-0.9,-0.4,1.0,,,
,,,,,,,,12.5301,13.0727,0.5426,,,,
,,,,,,,,1.3216,1.0834,-0.2382,1.0,,,
,,,,,,,,-9.4155,-12.5698,-3.1542,1.0,,,
,,,,,,,,1.3216,1.0834,-0.2382,1.0,,,
,,,,,,,,6.6353,7.54,0.9047,1.0,,,
,,,,,,,,0.721,4.3737,3.6526,1.0,,,
,,,,,,,,2.0553,4.029,1.9737,1.0,,,
,,,,,,,,12.5301,13.0727,0.5426,,,,
,,,,,,,,1.3648,3.9788,2.6141,1.0,,,
,,,,,,,,6.6353,7.54,0.9047,1.0,,,
,,,,,,,,12.5301,13.0727,0.5426,,,,
,,,,,,,,0.721,4.3737,3.6526,1.0,,,
,,,,,,,,5.0817,5.2024,0.1208,,,,
,,,,,,,,0.5082,2.631,2.1227,1.0,,,
,,,,,,,,5.0817,5.2024,0.1208,,,,
,,,,,,,,5.3333,8.3625,3.0291,3.0,,,
,,,,,,,,2.7819,2.2525,-0.5294,2.0,,,
,,,,,,,,5.0817,5.2024,0.1208,,,,
,,,,,,,,2.3244,4.6252,2.3008,1.0,,,
,,,,,,,,6.8446,8.22,1.3754,1.0,,,
,,,,,,,,0.3667,2.0997,1.7331,1.0,,,
,,,,,,,,6.8446,8.22,1.3754,1.0,,,
,,,,,,,,-11.9231,-4.1435,7.7796,1.0,,,
,,,,,,,,13.7671,11.0328,-2.7343,,,,
,,,,,,,,7.7261,6.9481,-0.7781,4.0,,,
,,,,,,,,8.1108,8.1203,0.0095,,,,
,,,,,,,,7.7548,9.2554,1.5007,,,,
,,,,,,,,3.6099,-5.9103,-9.5202,1.0,,,
,,,,,,,,2.7819,2.2525,-0.5294,2.0,,,
,,,,,,,,2.6729,7.8783,5.2053,1.0,,,
,,,,,,,,6.8446,8.22,1.3754,1.0,,,
,,,,,,,,3.6099,-5.9103,-9.5202,1.0,,,
,,,,,,,,13.7671,11.0328,-2.7343,,,,
,,,,,,,,3.7823,4.6425,0.8602,1.0,,,
,,,,,,,,0.3667,2.0997,1.7331,1.0,,,
,,,,,,,,0.5082,2.631,2.1227,1.0,,,
,,,,,,,,3.6099,-5.9103,-9.5202,1.0,,,
